src,dst,day
230.001.010.020,172.016.112.050,11
209.001.012.046,172.016.114.029,11
166.102.114.043,172.016.113.050,11
010.020.030.040,172.016.112.050,11
230.001.010.020,172.016.112.050,11
192.168.001.020,192.168.001.010,11
194.027.251.021,172.016.113.050,11
222.222.222.222,172.016.114.050,11
230.001.010.020,172.016.112.050,11
192.168.001.001,194.027.251.021,11
172.016.115.005,199.100.151.004,11
209.074.060.168,172.016.113.050,11
230.001.010.020,172.016.112.050,11
192.168.001.001,194.027.251.021,11
166.102.114.043,172.016.113.050,11
010.020.030.040,172.016.112.050,11
172.016.114.168,204.071.200.074,11
166.102.114.043,172.016.113.050,11
172.016.114.148,136.149.142.178,11
192.168.001.020,192.168.001.010,11
207.230.054.203,192.168.001.001,11
172.016.115.087,132.047.128.006,11
172.016.114.050,206.047.098.251,11
010.020.030.040,172.016.112.050,11
166.102.114.043,172.016.113.050,11
010.020.030.040,172.016.112.050,11
010.020.030.040,172.016.112.050,11
194.027.251.021,192.168.001.001,11
197.182.091.233,192.168.001.020,11
172.016.115.087,062.052.069.131,11
010.020.030.040,172.016.112.050,11
209.074.060.168,172.016.113.050,11
207.230.054.203,192.168.001.001,11
172.016.116.201,198.213.009.002,11
010.020.030.040,172.016.112.050,11
230.001.010.020,172.016.112.050,11
172.016.114.168,204.071.200.072,11
209.074.060.092,172.016.112.050,11
172.016.114.168,192.009.048.005,11
166.102.114.043,172.016.113.050,11
230.001.010.020,172.016.112.050,11
230.001.010.020,172.016.112.050,11
010.020.030.040,172.016.112.050,11
209.074.060.168,172.016.113.050,11
135.013.216.191,172.016.113.050,11
209.012.013.021,172.016.112.050,11
172.016.115.005,136.149.142.178,11
172.016.113.204,206.251.018.115,11
010.020.030.040,172.016.112.050,11
166.102.114.043,172.016.113.050,11
209.074.060.168,172.016.113.050,11
010.020.030.040,172.016.112.050,11
172.016.117.103,194.098.182.104,11
010.020.030.040,172.016.112.050,11
230.001.010.020,172.016.112.050,11
172.016.112.149,207.111.068.004,11
172.016.114.168,135.013.216.191,11
172.016.112.207,195.115.218.108,11
010.020.030.040,172.016.112.050,11
166.102.114.043,172.016.113.050,11
230.001.010.020,172.016.112.050,11
010.020.030.040,172.016.112.050,11
172.016.112.020,192.168.001.010,11
230.001.010.020,172.016.112.050,11
010.020.030.040,172.016.112.050,11
010.020.030.040,172.016.112.050,11
209.074.060.168,172.016.113.050,11
209.154.098.104,172.016.114.050,11
207.230.054.203,192.168.001.001,11
209.074.060.168,172.016.113.050,11
010.020.030.040,172.016.112.050,11
166.102.114.043,172.016.113.050,11
192.168.001.001,207.230.054.203,11
194.027.251.021,192.168.001.001,11
172.016.112.149,203.120.090.111,11
230.001.010.020,172.016.112.050,11
192.168.001.001,194.027.251.021,11
230.001.010.020,172.016.112.050,11
209.012.013.202,172.016.112.050,11
010.020.030.040,172.016.112.050,11
192.168.001.001,207.230.054.203,11
172.016.113.204,199.095.207.073,11
135.013.216.191,172.016.113.050,11
194.027.251.021,172.016.114.050,11
010.020.030.040,172.016.112.050,11
010.020.030.040,172.016.112.050,11
010.020.030.040,172.016.112.050,11
194.027.251.021,192.168.001.001,11
153.107.252.061,172.016.114.050,11
172.016.113.084,167.008.029.015,11
230.001.010.020,172.016.112.050,11
010.020.030.040,172.016.112.050,11
172.016.114.169,207.025.071.144,11
172.016.114.207,167.008.029.015,11
207.230.054.203,192.168.001.001,11
194.027.251.021,192.168.001.001,11
230.001.010.020,172.016.112.050,11
172.016.117.103,207.025.071.127,11
172.016.115.005,209.067.029.011,11
194.027.251.021,192.168.001.001,11
010.020.030.040,172.016.112.050,11
010.020.030.040,172.016.112.050,11
010.020.030.040,172.016.112.050,11
010.020.030.040,172.016.112.050,11
200.027.121.118,172.016.112.050,11
172.016.117.132,205.181.112.065,11
166.102.114.043,172.016.113.050,11
199.174.194.178,172.016.114.050,11
209.030.070.048,172.016.114.050,11
172.016.113.105,192.225.036.003,11
010.020.030.040,172.016.112.050,11
230.001.010.020,172.016.112.050,11
209.074.060.168,172.016.113.050,11
194.027.251.021,192.168.001.001,11
166.102.114.043,172.016.113.050,11
166.102.114.043,172.016.113.050,11
010.020.030.040,172.016.112.050,11
192.168.001.001,194.027.251.021,11
172.016.113.084,208.134.240.050,11
192.168.001.001,194.027.251.021,11
172.016.115.087,152.163.210.008,11
196.227.033.189,172.016.112.207,11
192.168.001.001,194.027.251.021,11
202.077.162.213,172.016.015.028,11
192.168.001.001,194.027.251.021,11
001.001.001.001,172.016.112.050,11
010.020.030.040,172.016.112.050,11
192.168.001.010,172.016.112.020,11
010.020.030.040,172.016.112.050,11
199.174.194.226,172.016.114.050,11
010.020.030.040,172.016.112.050,11
010.020.030.040,172.016.112.050,11
010.020.030.040,172.016.112.050,11
230.001.010.020,172.016.112.050,11
172.016.115.005,137.245.085.134,11
192.168.001.001,194.027.251.021,11
172.016.112.020,192.168.001.010,11
135.013.216.191,172.016.113.050,11
010.020.030.040,172.016.112.050,11
166.102.114.043,172.016.113.050,11
172.016.114.168,192.055.120.104,11
172.016.116.194,151.193.131.006,11
194.027.251.021,192.168.001.001,11
209.074.060.168,172.016.113.050,11
230.001.010.020,172.016.112.050,11
172.016.112.194,197.218.177.069,11
172.016.117.052,207.025.071.026,11
010.020.030.040,172.016.112.050,11
194.007.248.153,172.016.113.084,11
194.027.251.021,192.168.001.001,11
166.102.114.043,172.016.113.050,11
172.016.115.005,147.160.099.037,11
172.016.117.132,206.132.025.051,11
194.027.251.021,192.168.001.001,11
010.020.030.040,172.016.112.050,11
230.001.010.020,172.016.112.050,11
209.074.060.168,172.016.113.050,11
194.027.251.021,192.168.001.001,11
192.168.001.001,194.027.251.021,11
192.168.001.001,194.027.251.021,11
172.016.114.207,206.132.025.051,11
135.013.216.191,172.016.113.050,11
010.020.030.040,172.016.112.050,11
135.013.216.191,172.016.113.050,11
209.074.060.168,172.016.113.050,11
230.001.010.020,172.016.112.050,11
010.020.030.040,172.016.112.050,11
166.102.114.043,172.016.113.050,11
172.016.114.148,205.181.112.065,11
192.168.001.001,194.027.251.021,11
209.074.060.168,172.016.113.050,11
230.001.010.020,172.016.112.050,11
172.016.117.052,132.060.128.015,11
010.020.030.040,172.016.112.050,11
230.001.010.020,172.016.112.050,11
172.016.115.087,167.008.029.016,11
172.016.113.105,197.182.091.233,11
010.020.030.040,172.016.112.050,11
010.020.030.040,172.016.112.050,11
207.075.239.115,172.016.014.050,11
010.020.030.040,172.016.112.050,11
209.074.060.168,172.016.113.050,11
010.020.030.040,172.016.112.050,11
230.001.010.020,172.016.112.050,11
172.016.116.201,209.133.035.027,11
222.222.222.222,172.016.114.050,11
194.027.251.021,192.168.001.001,11
135.013.216.191,172.016.112.207,11
230.001.010.020,172.016.112.050,11
010.020.030.040,172.016.112.050,11
195.115.218.108,172.016.114.207,11
172.016.114.169,135.013.216.191,11
192.168.001.001,207.230.054.203,11
010.020.030.040,172.016.112.050,11
010.020.030.040,172.016.112.050,11
172.016.114.148,209.061.069.077,11
194.027.251.021,192.168.001.001,11
230.001.010.020,172.016.112.050,11
172.016.116.201,136.149.142.178,11
192.168.001.001,194.027.251.021,11
172.016.112.194,207.046.131.015,11
207.230.054.203,192.168.001.001,11
194.027.251.021,192.168.001.001,11
195.115.218.108,172.016.114.050,11
172.016.116.044,207.046.130.138,11
135.013.216.191,172.016.113.050,11
010.020.030.040,172.016.112.050,11
172.016.114.168,135.013.216.191,11
172.016.116.194,207.121.187.251,11
192.168.001.010,172.016.112.020,11
010.020.030.040,172.016.112.050,11
192.168.001.001,207.230.054.203,11
010.020.030.040,172.016.112.050,11
194.027.251.021,192.168.001.001,11
199.174.194.095,172.016.114.050,11
010.020.030.040,172.016.112.050,11
010.020.030.040,172.016.112.050,11
192.168.001.010,172.016.113.050,11
207.230.054.203,192.168.001.001,11
195.115.218.108,172.016.114.050,11
010.020.030.040,172.016.112.050,11
172.016.116.044,132.170.192.100,11
010.020.030.040,172.016.112.050,11
209.074.060.168,172.016.113.050,11
010.020.030.040,172.016.112.050,11
196.037.075.158,172.016.114.050,11
192.168.001.001,194.027.251.021,11
192.168.001.001,192.168.001.005,11
172.016.117.111,167.008.029.015,11
010.020.030.040,172.016.112.050,11
166.102.114.043,172.016.113.050,11
172.016.114.148,198.003.098.070,11
192.168.001.001,192.168.001.010,11
172.016.117.111,137.245.085.134,11
010.020.030.040,172.016.112.050,11
192.168.001.001,207.230.054.203,11
172.016.117.103,207.025.071.027,11
172.016.114.169,207.200.073.034,11
010.020.030.040,172.016.112.050,11
230.001.010.020,172.016.112.050,11
230.001.010.020,172.016.112.050,11
010.020.030.040,172.016.112.050,11
010.020.030.040,172.016.112.050,11
166.102.114.043,172.016.113.050,11
010.020.030.040,172.016.112.050,11
172.016.117.052,207.046.130.150,11
010.020.030.040,172.016.112.050,11
230.001.010.020,172.016.112.050,11
209.074.060.168,172.016.113.050,11
172.016.114.169,132.015.128.254,11
172.016.112.207,207.124.096.158,11
010.020.030.040,172.016.112.050,11
192.168.001.001,207.230.054.203,11
209.074.060.168,172.016.113.050,11
199.174.194.237,172.016.114.050,11
172.016.112.194,208.139.225.238,11
230.001.010.020,172.016.112.050,11
010.020.030.040,172.016.112.050,11
010.020.030.040,172.016.112.050,11
010.020.030.040,172.016.112.050,11
194.027.251.021,192.168.001.001,11
172.016.114.050,195.115.218.039,11
010.020.030.040,172.016.112.050,11
172.016.112.020,192.168.001.010,11
172.016.114.050,207.075.239.092,11
010.020.030.040,172.016.112.050,11
010.020.030.040,172.016.112.050,11
172.016.112.149,205.181.112.065,11
172.016.115.234,129.010.034.151,11
230.001.010.020,172.016.112.050,11
010.020.030.040,172.016.112.050,11
207.230.054.203,192.168.001.001,11
010.020.030.040,172.016.112.050,11
010.020.030.040,172.016.112.050,11
172.016.116.044,207.115.134.024,11
172.016.112.149,207.025.071.029,11
172.016.115.234,199.095.074.090,11
172.016.112.207,128.118.220.124,11
230.001.010.020,172.016.112.050,11
192.168.001.010,172.016.112.050,11
010.020.030.040,172.016.112.050,11
172.016.113.084,209.136.097.196,11
172.016.117.132,129.053.216.005,11
010.020.030.040,172.016.112.050,11
209.074.060.168,172.016.113.050,11
230.001.010.020,172.016.112.050,11
207.230.054.203,192.168.001.001,11
010.020.030.040,172.016.112.050,11
192.168.001.010,172.016.113.050,11
010.020.030.040,172.016.112.050,11
230.001.010.020,172.016.112.050,11
208.253.077.185,172.016.113.050,11
172.016.112.020,192.168.001.010,11
172.016.117.132,207.068.156.020,11
128.223.199.189,172.016.118.030,11
230.001.010.020,172.016.112.050,11
194.027.251.021,172.016.114.207,11
230.001.010.020,172.016.112.050,11
172.016.112.207,209.068.006.070,11
205.231.028.163,172.016.114.219,11
172.016.116.044,205.181.112.036,11
230.001.010.020,172.016.112.050,11
010.020.030.040,172.016.112.050,11
166.102.114.043,172.016.113.050,11
230.001.010.020,172.016.112.050,11
166.102.114.043,172.016.113.050,11
135.013.216.191,172.016.113.050,11
166.102.114.043,172.016.113.050,11
230.001.010.020,172.016.112.050,11
172.016.112.020,192.168.001.010,11
172.016.116.194,206.191.069.024,11
172.016.117.111,167.008.029.016,11
230.001.010.020,172.016.112.050,11
192.168.001.001,194.027.251.021,11
194.007.248.153,172.016.112.194,11
199.174.194.077,172.016.114.050,11
230.001.010.020,172.016.112.050,11
230.001.010.020,172.016.112.050,11
194.027.251.021,192.168.001.001,11
010.020.030.040,172.016.112.050,11
230.001.010.020,172.016.112.050,11
172.016.116.201,198.252.228.062,11
172.016.114.148,207.082.250.251,11
010.020.030.040,172.016.112.050,11
192.168.001.001,207.230.054.203,11
166.102.114.043,172.016.113.050,11
172.016.112.194,205.181.112.065,11
194.027.251.021,192.168.001.001,11
192.168.001.001,207.230.054.203,11
230.001.010.020,172.016.112.050,11
230.001.010.020,172.016.112.050,11
172.016.116.194,199.095.074.090,11
230.001.010.020,172.016.112.050,11
172.016.112.194,205.168.252.109,11
197.218.177.069,172.016.113.050,11
192.168.001.001,194.027.251.021,11
194.027.251.021,192.168.001.001,11
010.020.030.040,172.016.112.050,11
135.013.216.191,172.016.113.050,11
010.020.030.040,172.016.112.050,11
209.074.060.168,172.016.113.050,11
135.013.216.191,172.016.113.204,11
209.074.060.168,172.016.113.050,11
010.020.030.040,172.016.112.050,11
172.016.113.204,195.115.218.108,11
230.001.010.020,172.016.112.050,11
172.016.114.050,209.030.071.144,11
194.027.251.021,192.168.001.001,11
192.168.001.001,194.027.251.021,11
192.168.001.001,194.027.251.021,11
172.016.113.204,208.134.241.211,11
172.016.114.148,196.037.075.158,11
010.020.030.040,172.016.112.050,11
172.016.113.084,204.254.071.239,11
192.168.001.020,192.168.001.010,11
010.020.030.040,172.016.112.050,11
166.102.114.043,172.016.113.050,11
172.016.116.194,203.120.090.111,11
172.016.116.194,207.124.184.006,11
010.020.030.040,172.016.112.050,11
192.168.001.001,194.027.251.021,11
010.020.030.040,172.016.112.050,11
197.218.177.069,172.016.112.207,11
192.168.001.001,194.027.251.021,11
172.016.117.103,206.158.131.030,11
135.013.216.191,172.016.113.050,11
209.074.060.168,172.016.113.050,11
194.027.251.021,192.168.001.001,11
194.027.251.021,172.016.114.148,11
199.174.194.172,172.016.114.050,11
209.030.071.203,172.016.112.050,11
135.013.216.191,172.016.113.050,11
194.027.251.021,192.168.001.001,11
230.001.010.020,172.016.112.050,11
010.020.030.040,172.016.112.050,11
192.168.001.001,194.027.251.021,11
192.168.001.001,194.027.251.021,11
135.008.060.182,172.016.114.168,11
230.001.010.020,172.016.112.050,11
135.013.216.191,172.016.113.050,11
172.016.114.168,207.046.130.014,11
166.102.114.043,172.016.113.050,11
166.102.114.043,172.016.113.050,11
135.013.216.191,172.016.113.050,11
166.102.114.043,172.016.113.050,11
166.102.114.043,172.016.113.050,11
207.230.054.203,192.168.001.001,11
194.027.251.021,172.016.113.050,11
194.027.251.021,192.168.001.001,11
172.016.112.050,206.048.044.018,11
010.020.030.040,172.016.112.050,11
197.218.177.069,172.016.114.050,11
010.020.030.040,172.016.112.050,11
172.016.114.168,207.046.130.149,11
172.016.114.148,197.182.091.233,11
172.016.116.044,207.022.170.101,11
010.020.030.040,172.016.112.050,11
010.020.030.040,172.016.112.050,11
172.016.112.050,195.073.151.050,11
172.016.112.149,206.251.019.072,11
010.020.030.040,172.016.112.050,11
166.102.114.043,172.016.113.050,11
010.020.030.040,172.016.112.050,11
172.016.112.207,207.025.071.145,11
230.001.010.020,172.016.112.050,11
172.016.116.044,192.168.001.010,11
010.020.030.040,172.016.112.050,11
172.016.112.194,204.071.242.042,11
199.174.194.225,172.016.114.050,11
199.174.194.226,172.016.114.050,11
207.230.054.203,192.168.001.001,11
207.075.239.115,172.016.014.100,11
230.001.010.020,172.016.112.050,11
172.016.114.169,206.243.244.250,11
205.231.028.096,172.016.112.050,11
195.115.218.108,172.016.114.050,11
172.016.116.044,207.046.131.137,11
010.020.030.040,172.016.112.050,11
010.020.030.040,172.016.112.050,11
192.168.001.001,194.027.251.021,11
194.027.251.021,192.168.001.001,11
010.020.030.040,172.016.112.050,11
172.016.117.052,152.163.212.124,11
192.168.001.001,194.027.251.021,11
172.016.114.168,203.097.170.009,11
010.020.030.040,172.016.112.050,11
230.001.010.020,172.016.112.050,11
192.168.001.010,172.016.112.020,11
010.020.030.040,172.016.112.050,11
195.115.218.108,172.016.114.050,11
166.102.114.043,172.016.113.050,11
197.218.177.069,172.016.113.084,11
209.074.060.168,172.016.113.050,11
172.016.116.044,205.181.112.065,11
010.020.030.040,172.016.112.050,11
172.016.114.050,202.247.224.090,11
172.016.113.105,209.116.084.051,11
010.020.030.040,172.016.112.050,11
010.020.030.040,172.016.112.050,11
172.016.117.103,192.104.054.003,11
172.016.117.132,207.087.023.069,11
230.001.010.020,172.016.112.050,11
230.001.010.020,172.016.112.050,11
135.013.216.191,172.016.113.050,11
135.013.216.191,172.016.113.050,11
172.016.112.020,192.168.001.010,11
192.168.001.001,194.027.251.021,11
135.013.216.191,172.016.113.050,11
172.016.112.207,206.252.029.041,11
194.027.251.021,192.168.001.001,11
010.020.030.040,172.016.112.050,11
199.174.194.161,172.016.114.050,11
209.074.060.168,172.016.113.050,11
192.168.001.001,207.230.054.203,11
166.102.114.043,172.016.113.050,11
172.016.115.005,130.108.001.025,11
010.020.030.040,172.016.112.050,11
172.016.117.111,152.163.210.008,11
010.020.030.040,172.016.112.050,11
192.168.001.001,194.027.251.021,11
230.001.010.020,172.016.112.050,11
230.001.010.020,172.016.112.050,11
192.168.001.001,207.230.054.203,11
172.016.115.234,195.011.171.230,11
209.074.060.168,172.016.113.050,11
172.016.114.148,194.027.251.021,11
172.016.114.148,135.013.216.191,11
192.168.001.001,207.230.054.203,11
010.020.030.040,172.016.112.050,11
172.016.115.087,167.008.029.015,11
010.020.030.040,172.016.112.050,11
010.020.030.040,172.016.112.050,11
172.016.116.044,207.025.071.024,11
192.168.001.001,194.027.251.021,11
230.001.010.020,172.016.112.050,11
010.020.030.040,172.016.112.050,11
010.020.030.040,172.016.112.050,11
172.016.117.132,167.008.029.015,11
166.102.114.043,172.016.113.050,11
230.001.010.020,172.016.112.050,11
172.016.117.052,207.077.090.015,11
207.230.054.203,192.168.001.001,11
135.013.216.191,172.016.113.050,11
194.027.251.021,192.168.001.001,11
194.027.251.021,192.168.001.001,11
010.020.030.040,172.016.112.050,11
010.020.030.040,172.016.112.050,11
194.027.251.021,192.168.001.001,11
010.020.030.040,172.016.112.050,11
209.074.060.168,172.016.113.050,11
209.074.060.168,172.016.113.050,11
199.174.194.228,172.016.114.050,11
172.016.116.194,167.008.029.015,11
172.016.114.148,197.218.177.069,11
172.016.115.087,129.063.001.100,11
172.016.113.204,152.163.212.172,11
172.016.113.105,209.066.065.093,11
010.020.030.040,172.016.112.050,11
192.168.001.001,194.027.251.021,11
172.016.112.149,192.018.082.015,11
172.016.112.207,199.095.074.090,11
166.102.114.043,172.016.113.050,11
010.020.030.040,172.016.112.050,11
010.020.030.040,172.016.112.050,11
192.168.001.001,194.027.251.021,11
166.102.114.043,172.016.113.050,11
172.016.114.169,141.223.013.013,11
230.001.010.020,172.016.112.050,11
230.001.010.020,172.016.112.050,11
209.074.060.168,172.016.113.050,11
230.001.010.020,172.016.112.050,11
166.102.114.043,172.016.113.050,11
172.016.116.044,207.025.071.030,11
010.020.030.040,172.016.112.050,11
172.016.117.103,167.008.029.015,11
207.075.239.115,172.016.117.111,11
010.020.030.040,172.016.112.050,11
172.016.116.044,205.241.030.200,11
172.016.112.194,167.008.029.016,11
010.020.030.040,172.016.112.050,11
010.020.030.040,172.016.112.050,11
207.075.239.115,172.016.014.050,11
172.016.112.194,209.143.213.023,11
010.020.030.040,172.016.112.050,11
207.230.054.203,192.168.001.001,11
199.174.194.050,172.016.114.050,11
172.016.117.103,207.068.158.016,11
010.020.030.040,172.016.112.050,11
135.013.216.191,172.016.113.050,11
172.016.112.149,131.084.001.031,11
010.020.030.040,172.016.112.050,11
199.174.194.013,172.016.114.050,11
192.168.001.001,194.027.251.021,11
010.020.030.040,172.016.112.050,11
010.020.030.040,172.016.112.050,11
010.020.030.040,172.016.112.050,11
010.020.030.040,172.016.112.050,11
205.180.112.125,172.016.114.050,11
172.016.112.207,196.227.033.189,11
230.001.010.020,172.016.112.050,11
010.020.030.040,172.016.112.050,11
230.001.010.020,172.016.112.050,11
194.027.251.021,192.168.001.001,11
010.020.030.040,172.016.112.050,11
172.016.113.204,187.187.187.187,11
209.074.060.168,172.016.113.050,11
207.230.054.168,172.016.112.050,11
172.016.114.168,207.200.073.034,11
194.027.251.021,172.016.113.084,11
172.016.114.148,131.084.001.031,11
172.016.114.169,208.134.241.211,11
192.168.001.005,192.168.001.001,11
010.020.030.040,172.016.112.050,11
209.074.060.168,172.016.113.050,11
209.074.060.168,172.016.113.050,11
172.016.112.194,209.143.225.100,11
135.013.216.191,172.016.113.050,11
010.020.030.040,172.016.112.050,11
010.020.030.040,172.016.112.050,11
010.020.030.040,172.016.112.050,11
010.020.030.040,172.016.112.050,11
010.020.030.040,172.016.112.050,11
172.016.112.020,192.168.001.010,11
172.016.115.234,167.008.029.016,12
172.016.113.204,205.162.100.020,12
166.102.114.043,172.016.113.050,12
192.168.001.020,192.168.001.010,12
010.020.030.040,172.016.112.050,12
196.037.075.158,172.016.114.148,12
010.020.030.040,172.016.112.050,12
010.020.030.040,172.016.112.050,12
172.016.112.020,192.168.001.010,12
172.016.112.207,209.003.101.139,12
230.001.010.020,172.016.112.050,12
010.020.030.040,172.016.112.050,12
010.020.030.040,172.016.112.050,12
230.001.010.020,172.016.112.050,12
209.074.060.168,172.016.113.050,12
010.020.030.040,172.016.112.050,12
230.001.010.020,172.016.112.050,12
172.016.117.111,208.194.150.010,12
010.020.030.040,172.016.112.050,12
209.074.060.168,172.016.113.050,12
010.020.030.040,172.016.112.050,12
202.077.162.213,172.016.010.036,12
230.001.010.020,172.016.112.050,12
194.007.248.153,172.016.114.050,12
166.102.114.043,172.016.113.050,12
230.001.010.020,172.016.112.050,12
010.020.030.040,172.016.112.050,12
209.074.060.168,172.016.113.050,12
192.168.001.001,194.027.251.021,12
192.168.001.001,194.027.251.021,12
192.168.001.001,194.027.251.021,12
010.020.030.040,172.016.112.050,12
172.016.117.111,204.071.180.016,12
172.016.116.201,131.044.053.020,12
135.013.216.191,172.016.113.050,12
135.008.060.182,172.016.114.050,12
172.016.113.105,205.181.112.065,12
172.016.114.148,136.149.142.178,12
194.027.251.021,192.168.001.001,12
010.020.030.040,172.016.112.050,12
166.102.114.043,172.016.113.050,12
010.020.030.040,172.016.112.050,12
230.001.010.020,172.016.112.050,12
172.016.117.052,209.067.003.134,12
172.016.114.169,207.025.071.029,12
172.016.113.084,204.071.191.032,12
172.016.117.052,207.068.158.015,12
010.020.030.040,172.016.112.050,12
172.016.114.148,207.025.071.142,12
166.102.114.043,172.016.113.050,12
172.016.116.194,167.008.029.015,12
199.174.194.022,172.016.114.050,12
172.016.117.052,204.202.136.230,12
010.020.030.040,172.016.112.050,12
199.174.194.065,172.016.114.050,12
010.020.030.040,172.016.112.050,12
230.001.010.020,172.016.112.050,12
192.168.001.001,207.230.054.203,12
230.001.010.020,172.016.112.050,12
010.020.030.040,172.016.112.050,12
166.102.114.043,172.016.113.050,12
172.016.113.105,131.084.001.034,12
172.016.114.148,199.095.074.090,12
196.037.075.158,172.016.113.084,12
230.001.010.020,172.016.112.050,12
230.001.010.020,172.016.112.050,12
010.020.030.040,172.016.112.050,12
197.182.091.233,172.016.114.148,12
209.074.060.168,172.016.113.050,12
194.027.251.021,192.168.001.001,12
135.013.216.191,172.016.113.050,12
230.001.010.020,172.016.112.050,12
172.016.114.168,207.046.130.138,12
172.016.112.149,130.220.017.037,12
230.001.010.020,172.016.112.050,12
135.013.216.191,172.016.113.050,12
209.074.060.168,172.016.113.050,12
204.233.047.021,172.016.112.050,12
166.102.114.043,172.016.113.050,12
166.102.114.043,172.016.113.050,12
192.168.001.001,207.230.054.203,12
172.016.112.149,207.121.190.104,12
135.008.060.182,172.016.114.050,12
010.020.030.040,172.016.112.050,12
194.027.251.021,192.168.001.001,12
010.020.030.040,172.016.112.050,12
205.231.028.207,172.016.112.050,12
207.230.054.203,192.168.001.001,12
172.016.116.201,137.245.085.134,12
010.020.030.040,172.016.112.050,12
010.020.030.040,172.016.112.050,12
209.154.098.104,172.016.114.050,12
166.102.114.043,172.016.113.050,12
172.016.114.207,209.067.029.011,12
230.001.010.020,172.016.112.050,12
172.016.116.201,207.025.071.143,12
209.074.060.168,172.016.113.050,12
010.020.030.040,172.016.112.050,12
010.140.175.064,172.016.113.050,12
172.016.117.111,204.202.129.230,12
230.001.010.020,172.016.112.050,12
209.074.060.168,172.016.113.050,12
010.020.030.040,172.016.112.050,12
172.016.112.194,135.008.060.182,12
010.020.030.040,172.016.112.050,12
197.218.177.069,172.016.114.148,12
010.020.030.040,172.016.112.050,12
166.102.114.043,172.016.113.050,12
010.020.030.040,172.016.112.050,12
195.073.151.050,172.016.113.050,12
172.016.117.052,207.025.071.143,12
172.016.114.168,136.149.142.178,12
172.016.114.168,209.084.004.053,12
172.016.114.148,207.046.131.015,12
230.001.010.020,172.016.112.050,12
135.013.216.191,172.016.113.050,12
010.020.030.040,172.016.112.050,12
172.016.117.111,206.016.246.155,12
172.016.114.050,202.247.224.095,12
230.001.010.020,172.016.112.050,12
230.001.010.020,172.016.112.050,12
192.168.001.001,194.027.251.021,12
230.001.010.020,172.016.112.050,12
172.016.114.148,139.072.190.026,12
230.001.010.020,172.016.112.050,12
172.016.112.194,131.176.060.014,12
010.020.030.040,172.016.112.050,12
010.020.030.040,172.016.112.050,12
172.016.117.103,206.132.025.051,12
166.102.114.043,172.016.113.050,12
172.016.113.105,187.187.187.187,12
172.016.114.050,209.001.012.013,12
010.020.030.040,172.016.112.050,12
166.102.114.043,172.016.113.050,12
166.102.114.043,172.016.113.050,12
230.001.010.020,172.016.112.050,12
010.020.030.040,172.016.112.050,12
208.253.077.185,172.016.113.050,12
010.020.030.040,172.016.112.050,12
010.020.030.040,172.016.112.050,12
010.020.030.040,172.016.112.050,12
010.020.030.040,172.016.112.050,12
196.227.033.189,172.016.114.148,12
172.016.116.044,204.017.042.016,12
172.016.112.194,203.055.252.004,12
172.016.116.044,206.251.019.072,12
172.016.115.005,199.095.207.073,12
010.020.030.040,172.016.112.050,12
209.030.070.220,172.016.112.050,12
010.020.030.040,172.016.112.050,12
209.012.013.152,172.016.112.050,12
010.020.030.040,172.016.112.050,12
209.074.060.168,172.016.113.050,12
172.016.112.149,209.097.022.096,12
199.174.194.216,172.016.114.050,12
172.016.116.201,207.025.071.022,12
172.016.112.050,207.114.237.057,12
010.020.030.040,172.016.112.050,12
209.074.060.168,172.016.113.050,12
192.168.001.001,194.027.251.021,12
166.102.114.043,172.016.113.050,12
010.020.030.040,172.016.112.050,12
135.013.216.191,172.016.113.050,12
172.016.117.052,152.163.212.233,12
209.074.060.168,172.016.113.050,12
172.016.117.132,209.037.198.022,12
192.168.001.001,194.027.251.021,12
010.020.030.040,172.016.112.050,12
010.020.030.040,172.016.112.050,12
230.001.010.020,172.016.112.050,12
207.230.054.203,192.168.001.001,12
135.013.216.191,172.016.113.050,12
010.020.030.040,172.016.112.050,12
172.016.116.201,204.188.030.007,12
010.020.030.040,172.016.112.050,12
010.020.030.040,172.016.112.050,12
166.102.114.043,172.016.113.050,12
010.020.030.040,172.016.112.050,12
209.001.012.108,172.016.112.050,12
010.020.030.040,172.016.112.050,12
209.074.060.168,172.016.113.050,12
010.020.030.040,172.016.112.050,12
209.074.060.168,172.016.113.050,12
230.001.010.020,172.016.112.050,12
172.016.113.084,207.025.071.142,12
172.016.114.169,187.187.187.187,12
010.020.030.040,172.016.112.050,12
010.020.030.040,172.016.112.050,12
206.048.044.018,172.016.112.050,12
172.016.117.103,204.123.002.075,12
230.001.010.020,172.016.112.050,12
166.102.114.043,172.016.113.050,12
172.016.115.234,207.025.071.144,12
192.168.001.001,194.027.251.021,12
209.012.013.008,172.016.112.050,12
135.013.216.191,172.016.113.050,12
010.020.030.040,172.016.112.050,12
010.020.030.040,172.016.112.050,12
172.016.112.207,207.025.071.127,12
207.230.054.203,192.168.001.001,12
230.001.010.020,172.016.112.050,12
010.020.030.040,172.016.112.050,12
230.001.010.020,172.016.112.050,12
230.001.010.020,172.016.112.050,12
230.001.010.020,172.016.112.050,12
010.020.030.040,172.016.112.050,12
194.027.251.021,192.168.001.001,12
010.020.030.040,172.016.112.050,12
194.027.251.021,192.168.001.001,12
172.016.117.111,205.181.112.065,12
172.016.117.103,152.163.210.013,12
010.020.030.040,172.016.112.050,12
209.074.060.168,172.016.113.050,12
166.102.114.043,172.016.113.050,12
